"2.5 %"	"97.5 %"	"Estimate"
"cond.(Intercept)"	-2.35969921267783	-0.217454846704445	-1.28857702969114
"cond.width"	0.0441680124816492	0.092857088240825	0.0685125503612371
"cond.lightLight"	0.455421270497475	2.17297841993253	1.314199845215
"cond.Std.Dev.side:(cage:trial).(Intercept)"	0.433200387269323	1.51798145335042	0.81091932611022
"cond.Std.Dev.cage:trial.(Intercept)"	0	Inf	0.000169163529262686
"cond.Std.Dev.trial.(Intercept)"	0.0787650671011309	2.04155161915517	0.401002431754696
"sigma"	0.15214692953179	0.383009716478141	0.241399569889821
"sigma"	1.05196431273013	3.238152188521	1.84564908406583
