year	leaf_num	num_leaves	pos	width	stipples	eggs	temp	light	batch	batch_2015	room	cage	side	source	temp_c
2015	NA	NA	NA	23	0	0	warm	dark	2	3	1	1	2	Sun	25.27669039
2015	NA	NA	NA	26	0	0	warm	dark	2	3	1	1	2	Sun	25.27669039
2015	NA	NA	NA	30	0	0	warm	dark	2	3	1	1	2	Shade	25.27669039
2015	NA	NA	NA	30	0	0	warm	dark	2	3	1	1	2	Shade	25.27669039
2015	NA	NA	NA	25	0	0	warm	dark	2	3	1	1	2	Shade	25.27669039
2015	NA	NA	NA	21	0	0	warm	dark	2	3	1	1	2	Shade	25.27669039
2015	NA	NA	NA	26	0	0	warm	dark	2	3	1	1	2	Shade	25.27669039
2015	NA	NA	NA	33	24	2	warm	light	2	3	1	2	1	Sun	25.49460432
2015	NA	NA	NA	28	0	0	warm	light	2	3	1	2	1	Sun	25.49460432
2015	NA	NA	NA	33	2	1	warm	light	2	3	1	2	1	Sun	25.49460432
2015	NA	NA	NA	28	51	0	warm	light	2	3	1	2	1	Sun	25.49460432
2015	NA	NA	NA	18	1	0	warm	light	2	3	1	2	1	Sun	25.49460432
2015	NA	NA	NA	28	0	0	warm	light	2	3	1	2	1	Shade	25.49460432
2015	NA	NA	NA	30	39	1	warm	light	2	3	1	2	1	Shade	25.49460432
2015	NA	NA	NA	30	47	6	warm	light	2	3	1	2	1	Shade	25.49460432
2015	NA	NA	NA	22	66	0	warm	light	2	3	1	2	1	Shade	25.49460432
2015	NA	NA	NA	26	7	0	warm	light	2	3	1	2	1	Shade	25.49460432
2015	NA	NA	NA	25	0	0	warm	dark	2	3	1	2	2	Sun	25.27669039
2015	NA	NA	NA	25	0	0	warm	dark	2	3	1	2	2	Sun	25.27669039
2015	NA	NA	NA	28	0	0	warm	dark	2	3	1	2	2	Sun	25.27669039
2015	NA	NA	NA	30	12	0	warm	dark	2	3	1	2	2	Sun	25.27669039
2015	NA	NA	NA	24	0	0	warm	dark	2	3	1	2	2	Sun	25.27669039
2015	NA	NA	NA	29	0	0	warm	dark	2	3	1	2	2	Shade	25.27669039
2015	NA	NA	NA	21	73	0	warm	dark	2	3	1	2	2	Shade	25.27669039
2015	NA	NA	NA	32	0	0	warm	dark	2	3	1	2	2	Shade	25.27669039
2015	NA	NA	NA	22	0	0	warm	dark	2	3	1	2	2	Shade	25.27669039
2015	NA	NA	NA	20	0	0	warm	dark	2	3	1	2	2	Shade	25.27669039
2015	NA	NA	NA	29	14	6	cool	light	2	4	2	1	1	Sun	20.57634228
2015	NA	NA	NA	32	52	0	cool	light	2	4	2	1	1	Sun	20.57634228
2015	NA	NA	NA	30	91	4	cool	light	2	4	2	1	1	Sun	20.57634228
2015	NA	NA	NA	31	36	4	cool	light	2	4	2	1	1	Sun	20.57634228
2015	NA	NA	NA	27	7	3	cool	light	2	4	2	1	1	Sun	20.57634228
2015	NA	NA	NA	34	80	12	cool	light	2	4	2	1	1	Shade	20.57634228
2015	NA	NA	NA	29	27	6	cool	light	2	4	2	1	1	Shade	20.57634228
2015	NA	NA	NA	32	23	2	cool	light	2	4	2	1	1	Shade	20.57634228
2015	NA	NA	NA	29	133	0	cool	light	2	4	2	1	1	Shade	20.57634228
2015	NA	NA	NA	24	7	4	cool	light	2	4	2	1	1	Shade	20.57634228
2015	NA	NA	NA	33	0	0	cool	dark	2	4	2	1	2	Sun	20.29465776
2015	NA	NA	NA	22	0	0	cool	dark	2	4	2	1	2	Sun	20.29465776
2015	NA	NA	NA	28	2	0	cool	dark	2	4	2	1	2	Sun	20.29465776
2015	NA	NA	NA	28	0	0	cool	dark	2	4	2	1	2	Sun	20.29465776
2015	NA	NA	NA	20	0	0	cool	dark	2	4	2	1	2	Sun	20.29465776
2015	NA	NA	NA	29	18	0	cool	dark	2	4	2	1	2	Shade	20.29465776
2015	NA	NA	NA	44	20	0	cool	dark	2	4	2	1	2	Shade	20.29465776
2015	NA	NA	NA	29	0	0	cool	dark	2	4	2	1	2	Shade	20.29465776
2015	NA	NA	NA	29	0	0	cool	dark	2	4	2	1	2	Shade	20.29465776
2015	NA	NA	NA	28	15	1	cool	dark	2	4	2	1	2	Shade	20.29465776
2015	NA	NA	NA	26	2	0	cool	light	2	4	2	2	1	Sun	20.57634228
2015	NA	NA	NA	23	0	0	cool	light	2	4	2	2	1	Sun	20.57634228
2015	NA	NA	NA	30	6	1	cool	light	2	4	2	2	1	Sun	20.57634228
2015	NA	NA	NA	23	42	3	cool	light	2	4	2	2	1	Sun	20.57634228
2015	NA	NA	NA	39	83	0	cool	light	2	4	2	2	1	Sun	20.57634228
2015	NA	NA	NA	28	140	0	cool	light	2	4	2	2	1	Shade	20.57634228
2015	NA	NA	NA	28	0	0	cool	light	2	4	2	2	1	Shade	20.57634228
2015	NA	NA	NA	36	0	0	cool	light	2	4	2	2	1	Shade	20.57634228
2015	NA	NA	NA	28	5	1	cool	light	2	4	2	2	1	Shade	20.57634228
2015	NA	NA	NA	26	57	0	cool	light	2	4	2	2	1	Shade	20.57634228
2015	NA	NA	NA	25	0	0	cool	dark	2	4	2	2	2	Sun	20.29465776
2015	NA	NA	NA	37	33	0	cool	dark	2	4	2	2	2	Sun	20.29465776
2015	NA	NA	NA	38	0	0	cool	dark	2	4	2	2	2	Sun	20.29465776
2015	NA	NA	NA	27	0	0	cool	dark	2	4	2	2	2	Sun	20.29465776
2015	NA	NA	NA	36	3	0	cool	dark	2	4	2	2	2	Sun	20.29465776
2015	NA	NA	NA	32	5	0	cool	dark	2	4	2	2	2	Shade	20.29465776
2015	NA	NA	NA	28	0	0	cool	dark	2	4	2	2	2	Shade	20.29465776
2015	NA	NA	NA	30	22	3	cool	dark	2	4	2	2	2	Shade	20.29465776
2015	NA	NA	NA	30	27	0	cool	dark	2	4	2	2	2	Shade	20.29465776
2015	NA	NA	NA	26	0	0	cool	dark	2	4	2	2	2	Shade	20.29465776
2015	NA	NA	NA	33	51	0	warm	light	3	5	1	1	1	Sun	24.78648649
2015	NA	NA	NA	25	2	0	warm	light	3	5	1	1	1	Sun	24.78648649
2015	NA	NA	NA	24	58	3	warm	light	3	5	1	1	1	Sun	24.78648649
2015	NA	NA	NA	25	103	1	warm	light	3	5	1	1	1	Sun	24.78648649
2015	NA	NA	NA	22	27	3	warm	light	3	5	1	1	1	Sun	24.78648649
2015	NA	NA	NA	25	25	1	warm	light	3	5	1	1	1	Shade	24.78648649
2015	NA	NA	NA	23	3	0	warm	light	3	5	1	1	1	Shade	24.78648649
2015	NA	NA	NA	26	58	10	warm	light	3	5	1	1	1	Shade	24.78648649
2015	NA	NA	NA	22	24	8	warm	light	3	5	1	1	1	Shade	24.78648649
2015	NA	NA	NA	35	66	5	warm	light	3	5	1	1	1	Shade	24.78648649
2015	NA	NA	NA	17	0	0	warm	dark	3	5	1	1	2	Sun	24.61913357
2015	NA	NA	NA	26	1	1	warm	dark	3	5	1	1	2	Sun	24.61913357
2015	NA	NA	NA	30	1	1	warm	dark	3	5	1	1	2	Sun	24.61913357
2015	NA	NA	NA	30	34	6	warm	dark	3	5	1	1	2	Sun	24.61913357
2015	NA	NA	NA	30	0	0	warm	dark	3	5	1	1	2	Sun	24.61913357
2015	NA	NA	NA	33	47	0	warm	dark	3	5	1	1	2	Shade	24.61913357
2015	NA	NA	NA	27	0	0	warm	dark	3	5	1	1	2	Shade	24.61913357
2015	NA	NA	NA	24	0	0	warm	dark	3	5	1	1	2	Shade	24.61913357
2015	NA	NA	NA	33	0	0	warm	dark	3	5	1	1	2	Shade	24.61913357
2015	NA	NA	NA	21	0	0	warm	dark	3	5	1	1	2	Shade	24.61913357
2015	NA	NA	NA	26	3	4	warm	light	3	5	1	2	1	Sun	24.78648649
2015	NA	NA	NA	23	0	1	warm	light	3	5	1	2	1	Sun	24.78648649
2015	NA	NA	NA	28	0	1	warm	light	3	5	1	2	1	Sun	24.78648649
2015	NA	NA	NA	24	0	0	warm	light	3	5	1	2	1	Sun	24.78648649
2015	NA	NA	NA	36	0	0	warm	light	3	5	1	2	1	Sun	24.78648649
2015	NA	NA	NA	27	0	1	warm	light	3	5	1	2	1	Shade	24.78648649
2015	NA	NA	NA	32	0	6	warm	light	3	5	1	2	1	Shade	24.78648649
2015	NA	NA	NA	32	0	0	warm	light	3	5	1	2	1	Shade	24.78648649
2015	NA	NA	NA	32	57	3	warm	light	3	5	1	2	1	Shade	24.78648649
2015	NA	NA	NA	22	0	0	warm	dark	3	5	1	2	1	Sun	24.61913357
2015	NA	NA	NA	26	0	0	warm	dark	3	5	1	2	2	Sun	24.61913357
2015	NA	NA	NA	29	1	1	warm	dark	3	5	1	2	2	Sun	24.61913357
2015	NA	NA	NA	24	1	1	warm	dark	3	5	1	2	2	Sun	24.61913357
2015	NA	NA	NA	24	0	0	warm	dark	3	5	1	2	2	Sun	24.61913357
2015	NA	NA	NA	30	0	0	warm	dark	3	5	1	2	2	Shade	24.61913357
2015	NA	NA	NA	34	0	0	warm	dark	3	5	1	2	2	Shade	24.61913357
2015	NA	NA	NA	28	0	0	warm	dark	3	5	1	2	2	Shade	24.61913357
2015	NA	NA	NA	30	0	0	warm	dark	3	5	1	2	2	Shade	24.61913357
2015	NA	NA	NA	16	0	0	warm	dark	3	5	1	2	2	Shade	24.61913357
2015	NA	NA	NA	27	0	0	cool	light	3	6	2	1	1	Sun	19.60648918
2015	NA	NA	NA	26	0	0	cool	light	3	6	2	1	1	Sun	19.60648918
2015	NA	NA	NA	26	0	0	cool	light	3	6	2	1	1	Sun	19.60648918
2015	NA	NA	NA	20	0	0	cool	light	3	6	2	1	1	Sun	19.60648918
2015	NA	NA	NA	18	0	0	cool	light	3	6	2	1	1	Sun	19.60648918
2015	NA	NA	NA	24	0	0	cool	light	3	6	2	1	1	Shade	19.60648918
2015	NA	NA	NA	33	0	0	cool	light	3	6	2	1	1	Shade	19.60648918
2015	NA	NA	NA	28	0	0	cool	light	3	6	2	1	1	Shade	19.60648918
2015	NA	NA	NA	24	0	0	cool	light	3	6	2	1	1	Shade	19.60648918
2015	NA	NA	NA	38	0	3	cool	light	3	6	2	1	1	Shade	19.60648918
2015	NA	NA	NA	31	0	0	cool	dark	3	6	2	1	2	Sun	19.54159734
2015	NA	NA	NA	26	0	0	cool	dark	3	6	2	1	2	Sun	19.54159734
2015	NA	NA	NA	24	0	0	cool	dark	3	6	2	1	2	Sun	19.54159734
2015	NA	NA	NA	30	0	0	cool	dark	3	6	2	1	2	Sun	19.54159734
2015	NA	NA	NA	28	0	0	cool	dark	3	6	2	1	2	Sun	19.54159734
2015	NA	NA	NA	27	0	0	cool	dark	3	6	2	1	2	Shade	19.54159734
2015	NA	NA	NA	32	0	0	cool	dark	3	6	2	1	2	Shade	19.54159734
2015	NA	NA	NA	23	0	0	cool	dark	3	6	2	1	2	Shade	19.54159734
2015	NA	NA	NA	20	0	0	cool	dark	3	6	2	1	2	Shade	19.54159734
2015	NA	NA	NA	23	0	0	cool	dark	3	6	2	1	2	Shade	19.54159734
2015	NA	NA	NA	31	40	2	cool	light	3	6	2	2	1	Sun	19.60648918
2015	NA	NA	NA	23	66	3	cool	light	3	6	2	2	1	Sun	19.60648918
2015	NA	NA	NA	36	39	7	cool	light	3	6	2	2	1	Sun	19.60648918
2015	NA	NA	NA	30	78	2	cool	light	3	6	2	2	1	Sun	19.60648918
2015	NA	NA	NA	26	55	2	cool	light	3	6	2	2	1	Sun	19.60648918
2015	NA	NA	NA	22	6	0	cool	light	3	6	2	2	1	Shade	19.60648918
2015	NA	NA	NA	26	1	2	cool	light	3	6	2	2	1	Shade	19.60648918
2015	NA	NA	NA	23	1	0	cool	light	3	6	2	2	1	Shade	19.60648918
2015	NA	NA	NA	27	13	2	cool	light	3	6	2	2	1	Shade	19.60648918
2015	NA	NA	NA	30	17	2	cool	light	3	6	2	2	1	Shade	19.60648918
2015	NA	NA	NA	25	8	0	cool	dark	3	6	2	2	2	Sun	19.54159734
2015	NA	NA	NA	25	0	0	cool	dark	3	6	2	2	2	Sun	19.54159734
2015	NA	NA	NA	24	13	0	cool	dark	3	6	2	2	2	Sun	19.54159734
2015	NA	NA	NA	28	0	0	cool	dark	3	6	2	2	2	Sun	19.54159734
2015	NA	NA	NA	23	51	0	cool	dark	3	6	2	2	2	Sun	19.54159734
2015	NA	NA	NA	27	0	0	cool	dark	3	6	2	2	2	Shade	19.54159734
2015	NA	NA	NA	18	0	0	cool	dark	3	6	2	2	2	Shade	19.54159734
2015	NA	NA	NA	26	0	0	cool	dark	3	6	2	2	2	Shade	19.54159734
2015	NA	NA	NA	21	0	0	cool	dark	3	6	2	2	2	Shade	19.54159734
2015	NA	NA	NA	20	0	0	cool	dark	3	6	2	2	2	Shade	19.54159734
2015	NA	NA	NA	30	50	3	warm	light	4	7	1	1	1	Sun	23.58922261
2015	NA	NA	NA	26	33	0	warm	light	4	7	1	1	1	Sun	23.58922261
2015	NA	NA	NA	24	30	0	warm	light	4	7	1	1	1	Sun	23.58922261
2015	NA	NA	NA	33	14	0	warm	light	4	7	1	1	1	Sun	23.58922261
2015	NA	NA	NA	28	16	2	warm	light	4	7	1	1	1	Sun	23.58922261
2015	NA	NA	NA	26	22	6	warm	light	4	7	1	1	1	Shade	23.58922261
2015	NA	NA	NA	20	88	0	warm	light	4	7	1	1	1	Shade	23.58922261
2015	NA	NA	NA	26	50	0	warm	light	4	7	1	1	1	Shade	23.58922261
2015	NA	NA	NA	32	10	1	warm	light	4	7	1	1	1	Shade	23.58922261
2015	NA	NA	NA	30	0	0	warm	light	4	7	1	1	1	Shade	23.58922261
2015	NA	NA	NA	31	2	2	warm	dark	4	7	1	1	2	Sun	23.72791519
2015	NA	NA	NA	25	0	0	warm	dark	4	7	1	1	2	Sun	23.72791519
2015	NA	NA	NA	32	0	0	warm	dark	4	7	1	1	2	Sun	23.72791519
2015	NA	NA	NA	25	0	0	warm	dark	4	7	1	1	2	Sun	23.72791519
2015	NA	NA	NA	34	0	0	warm	dark	4	7	1	1	2	Sun	23.72791519
2015	NA	NA	NA	27	0	0	warm	dark	4	7	1	1	2	Shade	23.72791519
2015	NA	NA	NA	34	0	0	warm	dark	4	7	1	1	2	Shade	23.72791519
2015	NA	NA	NA	29	0	0	warm	dark	4	7	1	1	2	Shade	23.72791519
2015	NA	NA	NA	25	0	0	warm	dark	4	7	1	1	2	Shade	23.72791519
2015	NA	NA	NA	33	0	0	warm	dark	4	7	1	1	2	Shade	23.72791519
2015	NA	NA	NA	29	90	14	warm	light	4	7	1	2	1	Sun	23.58922261
2015	NA	NA	NA	18	75	4	warm	light	4	7	1	2	1	Sun	23.58922261
2015	NA	NA	NA	26	16	0	warm	light	4	7	1	2	1	Sun	23.58922261
2015	NA	NA	NA	23	20	1	warm	light	4	7	1	2	1	Sun	23.58922261
2015	NA	NA	NA	24	0	0	warm	light	4	7	1	2	1	Sun	23.58922261
2015	NA	NA	NA	28	1	0	warm	light	4	7	1	2	1	Shade	23.58922261
2015	NA	NA	NA	28	83	3	warm	light	4	7	1	2	1	Shade	23.58922261
2015	NA	NA	NA	38	9	1	warm	light	4	7	1	2	1	Shade	23.58922261
2015	NA	NA	NA	28	69	1	warm	light	4	7	1	2	1	Shade	23.58922261
2015	NA	NA	NA	24	47	1	warm	light	4	7	1	2	1	Shade	23.58922261
2015	NA	NA	NA	30	0	0	warm	dark	4	7	1	2	2	Sun	23.72791519
2015	NA	NA	NA	32	0	0	warm	dark	4	7	1	2	2	Sun	23.72791519
2015	NA	NA	NA	34	0	0	warm	dark	4	7	1	2	2	Sun	23.72791519
2015	NA	NA	NA	28	0	0	warm	dark	4	7	1	2	2	Sun	23.72791519
2015	NA	NA	NA	29	0	0	warm	dark	4	7	1	2	2	Sun	23.72791519
2015	NA	NA	NA	28	0	3	warm	dark	4	7	1	2	2	Shade	23.72791519
2015	NA	NA	NA	35	76	5	warm	dark	4	7	1	2	2	Shade	23.72791519
2015	NA	NA	NA	30	0	0	warm	dark	4	7	1	2	2	Shade	23.72791519
2015	NA	NA	NA	29	0	0	warm	dark	4	7	1	2	2	Shade	23.72791519
2015	NA	NA	NA	22	80	0	warm	dark	4	7	1	2	2	Shade	23.72791519
2015	NA	NA	NA	30	7	1	cool	light	4	8	2	1	1	Sun	20.48538462
2015	NA	NA	NA	35	16	2	cool	light	4	8	2	1	1	Sun	20.48538462
2015	NA	NA	NA	27	6	2	cool	light	4	8	2	1	1	Sun	20.48538462
2015	NA	NA	NA	36	22	2	cool	light	4	8	2	1	1	Sun	20.48538462
2015	NA	NA	NA	32	4	0	cool	light	4	8	2	1	1	Sun	20.48538462
2015	NA	NA	NA	31	1	0	cool	light	4	8	2	1	1	Shade	20.48538462
2015	NA	NA	NA	26	41	7	cool	light	4	8	2	1	1	Shade	20.48538462
2015	NA	NA	NA	20	63	4	cool	light	4	8	2	1	1	Shade	20.48538462
2015	NA	NA	NA	24	6	2	cool	light	4	8	2	1	1	Shade	20.48538462
2015	NA	NA	NA	27	35	1	cool	light	4	8	2	1	1	Shade	20.48538462
2015	NA	NA	NA	36	0	0	cool	dark	4	8	2	1	2	Sun	20.19538462
2015	NA	NA	NA	34	0	0	cool	dark	4	8	2	1	2	Sun	20.19538462
2015	NA	NA	NA	26	0	0	cool	dark	4	8	2	1	2	Sun	20.19538462
2015	NA	NA	NA	30	0	0	cool	dark	4	8	2	1	2	Sun	20.19538462
2015	NA	NA	NA	34	0	0	cool	dark	4	8	2	1	2	Sun	20.19538462
2015	NA	NA	NA	28	0	0	cool	dark	4	8	2	1	2	Shade	20.19538462
2015	NA	NA	NA	27	0	0	cool	dark	4	8	2	1	2	Shade	20.19538462
2015	NA	NA	NA	21	0	0	cool	dark	4	8	2	1	2	Shade	20.19538462
2015	NA	NA	NA	25	0	0	cool	dark	4	8	2	1	2	Shade	20.19538462
2015	NA	NA	NA	33	0	0	cool	dark	4	8	2	1	2	Shade	20.19538462
2015	NA	NA	NA	39	48	3	cool	light	4	8	2	2	1	Sun	20.48538462
2015	NA	NA	NA	28	4	1	cool	light	4	8	2	2	1	Sun	20.48538462
2015	NA	NA	NA	30	4	0	cool	light	4	8	2	2	1	Sun	20.48538462
2015	NA	NA	NA	34	10	1	cool	light	4	8	2	2	1	Sun	20.48538462
2015	NA	NA	NA	45	31	4	cool	light	4	8	2	2	1	Sun	20.48538462
2015	NA	NA	NA	26	14	2	cool	light	4	8	2	2	1	Shade	20.48538462
2015	NA	NA	NA	29	36	11	cool	light	4	8	2	2	1	Shade	20.48538462
2015	NA	NA	NA	32	46	17	cool	light	4	8	2	2	1	Shade	20.48538462
2015	NA	NA	NA	28	22	7	cool	light	4	8	2	2	1	Shade	20.48538462
2015	NA	NA	NA	36	85	2	cool	light	4	8	2	2	1	Shade	20.48538462
2015	NA	NA	NA	42	0	0	cool	dark	4	8	2	2	2	Sun	20.19538462
2015	NA	NA	NA	46	2	1	cool	dark	4	8	2	2	2	Sun	20.19538462
2015	NA	NA	NA	27	0	0	cool	dark	4	8	2	2	2	Sun	20.19538462
2015	NA	NA	NA	24	0	0	cool	dark	4	8	2	2	2	Sun	20.19538462
2015	NA	NA	NA	40	0	0	cool	dark	4	8	2	2	2	Sun	20.19538462
2015	NA	NA	NA	33	0	0	cool	dark	4	8	2	2	2	Shade	20.19538462
2015	NA	NA	NA	31	0	0	cool	dark	4	8	2	2	2	Shade	20.19538462
2015	NA	NA	NA	26	29	0	cool	dark	4	8	2	2	2	Shade	20.19538462
2015	NA	NA	NA	25	0	0	cool	dark	4	8	2	2	2	Shade	20.19538462
2015	NA	NA	NA	23	0	0	cool	dark	4	8	2	2	2	Shade	20.19538462
2015	NA	NA	NA	32	8	1	warm	light	5	9	1	1	1	Sun	22.62251656
2015	NA	NA	NA	40	19	1	warm	light	5	9	1	1	1	Sun	22.62251656
2015	NA	NA	NA	30	0	0	warm	light	5	9	1	1	1	Sun	22.62251656
2015	NA	NA	NA	33	33	3	warm	light	5	9	1	1	1	Sun	22.62251656
2015	NA	NA	NA	20	0	0	warm	light	5	9	1	1	1	Sun	22.62251656
2015	NA	NA	NA	38	0	0	warm	light	5	9	1	1	1	Shade	22.62251656
2015	NA	NA	NA	28	43	1	warm	light	5	9	1	1	1	Shade	22.62251656
2015	NA	NA	NA	29	6	1	warm	light	5	9	1	1	1	Shade	22.62251656
2015	NA	NA	NA	36	0	0	warm	light	5	9	1	1	1	Shade	22.62251656
2015	NA	NA	NA	29	83	0	warm	light	5	9	1	1	1	Shade	22.62251656
2015	NA	NA	NA	30	0	0	warm	dark	5	9	1	1	2	Sun	22.41409692
2015	NA	NA	NA	27	0	0	warm	dark	5	9	1	1	2	Sun	22.41409692
2015	NA	NA	NA	30	0	0	warm	dark	5	9	1	1	2	Sun	22.41409692
2015	NA	NA	NA	26	0	0	warm	dark	5	9	1	1	2	Sun	22.41409692
2015	NA	NA	NA	28	0	0	warm	dark	5	9	1	1	2	Sun	22.41409692
2015	NA	NA	NA	40	0	0	warm	dark	5	9	1	1	2	Shade	22.41409692
2015	NA	NA	NA	34	0	0	warm	dark	5	9	1	1	2	Shade	22.41409692
2015	NA	NA	NA	24	0	0	warm	dark	5	9	1	1	2	Shade	22.41409692
2015	NA	NA	NA	27	0	0	warm	dark	5	9	1	1	2	Shade	22.41409692
2015	NA	NA	NA	28	0	0	warm	dark	5	9	1	1	2	Shade	22.41409692
2015	NA	NA	NA	31	15	1	warm	light	5	9	1	2	1	Sun	22.62251656
2015	NA	NA	NA	29	27	0	warm	light	5	9	1	2	1	Sun	22.62251656
2015	NA	NA	NA	29	19	2	warm	light	5	9	1	2	1	Sun	22.62251656
2015	NA	NA	NA	30	51	4	warm	light	5	9	1	2	1	Sun	22.62251656
2015	NA	NA	NA	33	0	0	warm	light	5	9	1	2	1	Sun	22.62251656
2015	NA	NA	NA	37	35	3	warm	light	5	9	1	2	1	Shade	22.62251656
2015	NA	NA	NA	26	40	1	warm	light	5	9	1	2	1	Shade	22.62251656
2015	NA	NA	NA	33	19	0	warm	light	5	9	1	2	1	Shade	22.62251656
2015	NA	NA	NA	30	0	0	warm	light	5	9	1	2	1	Shade	22.62251656
2015	NA	NA	NA	22	61	0	warm	light	5	9	1	2	1	Shade	22.62251656
2015	NA	NA	NA	30	0	0	warm	dark	5	9	1	2	2	Sun	22.41409692
2015	NA	NA	NA	24	0	0	warm	dark	5	9	1	2	2	Sun	22.41409692
2015	NA	NA	NA	32	0	0	warm	dark	5	9	1	2	2	Sun	22.41409692
2015	NA	NA	NA	31	0	0	warm	dark	5	9	1	2	2	Sun	22.41409692
2015	NA	NA	NA	25	29	3	warm	dark	5	9	1	2	2	Sun	22.41409692
2015	NA	NA	NA	34	14	2	warm	dark	5	9	1	2	2	Shade	22.41409692
2015	NA	NA	NA	35	0	0	warm	dark	5	9	1	2	2	Shade	22.41409692
2015	NA	NA	NA	25	5	2	warm	dark	5	9	1	2	2	Shade	22.41409692
2015	NA	NA	NA	27	0	0	warm	dark	5	9	1	2	2	Shade	22.41409692
2015	NA	NA	NA	18	0	0	warm	dark	5	9	1	2	2	Shade	22.41409692
2015	NA	NA	NA	27	18	2	cool	light	5	10	2	1	1	Sun	19.96043165
2015	NA	NA	NA	32	23	2	cool	light	5	10	2	1	1	Sun	19.96043165
2015	NA	NA	NA	29	4	1	cool	light	5	10	2	1	1	Sun	19.96043165
2015	NA	NA	NA	28	9	6	cool	light	5	10	2	1	1	Sun	19.96043165
2015	NA	NA	NA	38	27	10	cool	light	5	10	2	1	1	Sun	19.96043165
2015	NA	NA	NA	22	5	0	cool	light	5	10	2	1	1	Shade	19.96043165
2015	NA	NA	NA	23	11	1	cool	light	5	10	2	1	1	Shade	19.96043165
2015	NA	NA	NA	30	29	4	cool	light	5	10	2	1	1	Shade	19.96043165
2015	NA	NA	NA	30	58	0	cool	light	5	10	2	1	1	Shade	19.96043165
2015	NA	NA	NA	20	3	2	cool	light	5	10	2	1	1	Shade	19.96043165
2015	NA	NA	NA	24	0	0	cool	dark	5	10	2	1	2	Sun	19.85611511
2015	NA	NA	NA	30	4	0	cool	dark	5	10	2	1	2	Sun	19.85611511
2015	NA	NA	NA	28	40	0	cool	dark	5	10	2	1	2	Sun	19.85611511
2015	NA	NA	NA	22	37	0	cool	dark	5	10	2	1	2	Sun	19.85611511
2015	NA	NA	NA	26	0	0	cool	dark	5	10	2	1	2	Sun	19.85611511
2015	NA	NA	NA	32	0	0	cool	dark	5	10	2	1	2	Shade	19.85611511
2015	NA	NA	NA	20	0	0	cool	dark	5	10	2	1	2	Shade	19.85611511
2015	NA	NA	NA	26	0	0	cool	dark	5	10	2	1	2	Shade	19.85611511
2015	NA	NA	NA	23	0	0	cool	dark	5	10	2	1	2	Shade	19.85611511
2015	NA	NA	NA	26	0	0	cool	dark	5	10	2	1	2	Shade	19.85611511
2015	NA	NA	NA	28	31	3	cool	light	5	10	2	2	1	Sun	19.96043165
2015	NA	NA	NA	24	17	1	cool	light	5	10	2	2	1	Sun	19.96043165
2015	NA	NA	NA	26	4	1	cool	light	5	10	2	2	1	Sun	19.96043165
2015	NA	NA	NA	21	0	0	cool	light	5	10	2	2	1	Sun	19.96043165
2015	NA	NA	NA	28	22	0	cool	light	5	10	2	2	1	Sun	19.96043165
2015	NA	NA	NA	42	83	11	cool	light	5	10	2	2	1	Shade	19.96043165
2015	NA	NA	NA	22	3	0	cool	light	5	10	2	2	1	Shade	19.96043165
2015	NA	NA	NA	19	8	0	cool	light	5	10	2	2	1	Shade	19.96043165
2015	NA	NA	NA	27	6	1	cool	light	5	10	2	2	1	Shade	19.96043165
2015	NA	NA	NA	36	13	4	cool	light	5	10	2	2	1	Shade	19.96043165
2015	NA	NA	NA	22	9	0	cool	dark	5	10	2	2	2	Sun	19.85611511
2015	NA	NA	NA	34	0	0	cool	dark	5	10	2	2	2	Sun	19.85611511
2015	NA	NA	NA	24	0	0	cool	dark	5	10	2	2	2	Sun	19.85611511
2015	NA	NA	NA	18	0	0	cool	dark	5	10	2	2	2	Sun	19.85611511
2015	NA	NA	NA	25	0	0	cool	dark	5	10	2	2	2	Sun	19.85611511
2015	NA	NA	NA	26	0	0	cool	dark	5	10	2	2	2	Shade	19.85611511
2015	NA	NA	NA	32	0	0	cool	dark	5	10	2	2	2	Shade	19.85611511
2015	NA	NA	NA	42	0	0	cool	dark	5	10	2	2	2	Shade	19.85611511
2015	NA	NA	NA	21	22	0	cool	dark	5	10	2	2	2	Shade	19.85611511
2015	NA	NA	NA	26	28	0	cool	dark	5	10	2	2	2	Shade	19.85611511
